conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7e2eb04-3e50-4561-bce1-7e51a1fec308,define software architecture,released,skill/competence,sector-specific,define application architecture | define software architecture | define programme architecture,"Create and document the structure of software products including components, coupling and interfaces. Ensure feasibility, functionality and compatibility with existing platforms.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,designing ict systems or applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f88002a8-6355-4d33-9496-285c166ff375,ICT power consumption,released,knowledge,sector-specific,ICT power consumption,The energy consumption and types of models of software as well as hardware elements.,http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,released,knowledge,sector-specific,SAP Data Services,"The computer program SAP Data Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAP.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"data extraction, transformation and loading tools | database and network design and administration"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f8e7c608-a92d-4b61-b84f-e2453b0aa4a4,follow up online user requests,released,skill/competence,cross-sector,conduct activities to address online user feedback | conduct activities to meet requests of website users | follow up website user requests | follow up online user requests | address online user requests | conduct activities to meet requests of online users | follow up requests of online users | implement activities to address online user feedback | address requests of online users | assess feedback from online users and implement activities to meet their requests | follow up requests of website users,Take feedback from online visitors and take actions that address their requests according to their specific needs.,http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,provide customer follow-up services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e,manage email hosting service,released,skill/competence,sector-specific,manage email hosting service,"Oversee the day-to-day running of a private email platform by maintaining and refining provided services, such as spam and virus protection, blocking advertisement, website redesigns and search engine optimisation.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,released,skill/competence,occupation-specific,develop data processing applications,Create a customised software for processing data by selecting and using the appropriate computer programming language in order for an ICT system to produce demanded output based on expected input.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f96f5aa5-6ed7-40dc-a431-68b0a09d6d4b,design automation components,released,skill/competence,cross-sector,automation component designing | design automation components | automation components designing | design automation systems | designing automation components | automation systems designing | designing automation systems | automation system designing,"Design engineering parts, assemblies, products, or systems that contribute to the automation of industrial machines.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233 | http://data.europa.eu/esco/skill/87434439-c07d-48be-af34-b0cdd03121c4,designing electrical or electronic systems or equipment | design engineering components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,released,knowledge,sector-specific,,"The features, restrictions, architectures and other characteristics of operating systems such Linux, Windows, MacOS, etc.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9da1ca4-40f4-483a-92e6-0a0c6d078638,use fleet management system,released,skill/competence,occupation-specific,,"Use a fleet management software to coordinate and organise the company vehicles from a central point. The software includes several functions such as driver management, vehicle maintenance, vehicle tracking and diagnostics, vehicle financing, speed management, fuel and fitness management, and safety management. ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,ICT networking hardware,released,knowledge,cross-sector,computer networking devices | ICT networking devices | ICT networking hardware,"The ICT network equipment or computer networking devices, such as UPS systems, electrical systems, networking facilities and structured cabling systems.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa3e5cec-703e-4d46-b3bb-e8a89540ab54,manage digital archives,released,skill/competence,sector-specific,managing digital archives | manage digital archives | maintain digital archives | manage digital archive | oversee digital archives,"Create and maintain computer archives and databases, incorporating latest developments in electronic information storage technology.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77 | http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,managing information | store digital data and systems | manage digital documents
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fae7e545-5114-43cc-8e83-178e2549ecb9,building information modelling,released,knowledge,sector-specific,bim | building information modeling,"Building Information Modelling serves as software platform for integrated design, modelling, planning, and collaboration. It provides a digital representation of a building's characteristics in its whole lifecycle.",http://data.europa.eu/esco/isced-f/0732,building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66,ICT process quality models,released,knowledge,sector-specific,CMMI (Capability Maturity Model Integrated) | software process quality | ICT process quality models | Quality maturity models | CMM,"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb601189-afa9-4a7b-8430-21a906483072,field-programmable gate arrays,released,knowledge,occupation-specific,field-programmable gate arrays,"The integrated circuits that can be repurposed to desired application or functionality requirements after their manufacturing, which allow users to tailor microcontrollers to meet their own individual needs.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8,software metrics,released,knowledge,sector-specific,software metrics,The metrics that measure a characteristic of the software system in order to determine the development of the software and evaluate it.,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb82ae25-b59f-43fd-aacf-a8308afbe85e,health informatics,released,knowledge,cross-sector,health informatics | application of health information technology | field of health information technology | field of health informatics | use of health information technology | science of health informatics | science of healthcare informatics | field of healthcare informatics,"Multidisciplinary field of computer science, information science, and social science that uses health information technology (HIT) to improve healthcare.",http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology
